experiment_id,timestamp,template_type,model,first_pass,iterations,errors_found,error_types,final_status,time_seconds,aws_cost_saved,notes
EXP1781688318,2026-06-17 18:25:33,VPC + EC2,Claude,NO,1,1,syntax_error,SUCCESS,15.28,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781688336,2026-06-17 18:26:01,General CFN,Claude,NO,2,2,"runtime_error, syntax_error",SUCCESS,25.58,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781688364,2026-06-17 18:26:34,VPC + EC2,Claude,NO,2,4,"runtime_error, syntax_error",SUCCESS,29.93,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781688397,2026-06-17 18:26:51,VPC + EC2,Claude,NO,1,4,"syntax_error, wrong_value",SUCCESS,13.88,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781688414,2026-06-17 18:27:12,SQS + SNS,Claude,NO,1,1,runtime_error,SUCCESS,18.66,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781688434,2026-06-17 18:27:28,SQS + SNS,Claude,NO,1,1,syntax_error,SUCCESS,13.23,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781688450,2026-06-17 18:27:44,VPC + EC2,Claude,NO,1,4,"syntax_error, wrong_value",SUCCESS,14.24,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781688466,2026-06-17 18:27:55,RDS + VPC,Claude,YES,0,0,None,SUCCESS,8.65,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1781688477,2026-06-17 18:28:09,S3 + Lambda,Claude,NO,1,1,syntax_error,SUCCESS,11.98,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781688491,2026-06-17 18:28:19,SQS + SNS,Claude,YES,0,0,None,SUCCESS,8.74,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1781688501,2026-06-17 18:28:35,Cognito,Claude,NO,1,3,syntax_error,SUCCESS,13.23,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781688517,2026-06-17 18:28:50,Cognito,Claude,NO,1,1,syntax_error,SUCCESS,13.62,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781688533,2026-06-17 18:29:10,Cognito,Claude,NO,1,1,runtime_error,SUCCESS,17.77,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781688552,2026-06-17 18:29:21,Cognito,Claude,YES,0,0,None,SUCCESS,8.72,$0.0500,0 iterations — unsupported resources noted
EXP1781688563,2026-06-17 18:29:41,Cognito,Claude,NO,1,1,runtime_error,SUCCESS,18.37,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781688583,2026-06-17 18:29:56,Cognito,Claude,NO,1,1,syntax_error,SUCCESS,12.67,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781688598,2026-06-17 18:30:12,Cognito,Claude,NO,1,1,wrong_value,SUCCESS,13.99,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781688614,2026-06-17 18:30:55,RDS + VPC,Claude,NO,3,10,"best_practice, syntax_error, runtime_error, wrong_value",SUCCESS,40.71,$0.0500,3 iterations — Gate 1+1.5+2 passed
EXP1781688657,2026-06-17 18:31:13,Lambda + DynamoDB,Claude,NO,1,10,"syntax_error, wrong_value",SUCCESS,15.6,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781688675,2026-06-17 18:31:40,VPC + EC2,Claude,NO,2,5,"syntax_error, wrong_value, runtime_error",SUCCESS,25.14,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781688702,2026-06-17 18:32:04,VPC + EC2,Claude,NO,2,4,"wrong_value, syntax_error",SUCCESS,21.16,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781688726,2026-06-17 18:32:21,S3 Bucket,Claude,NO,1,6,"syntax_error, wrong_value",SUCCESS,14.9,$0.0500,1 iterations — unsupported resources noted
EXP1781688744,2026-06-17 18:32:50,DynamoDB,Claude,NO,2,5,"syntax_error, runtime_error",SUCCESS,26.06,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781688773,2026-06-17 18:33:02,DynamoDB,Claude,YES,0,0,None,SUCCESS,9.32,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1781688785,2026-06-17 18:33:24,DynamoDB,Claude,NO,1,1,runtime_error,SUCCESS,18.61,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781688806,2026-06-17 18:33:53,Lambda + DynamoDB,Claude,NO,2,2,"syntax_error, runtime_error",SUCCESS,26.62,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781688835,2026-06-17 18:34:08,DynamoDB,Claude,NO,1,1,wrong_value,SUCCESS,13.58,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781688851,2026-06-17 18:34:39,VPC + EC2,Claude,NO,3,7,"wrong_value, syntax_error, runtime_error, best_practice",ESCALATED,28.89,$0.0000,Gate 2 escalated
EXP1781688882,2026-06-17 18:35:10,VPC + EC2,Claude,NO,3,5,"runtime_error, syntax_error, best_practice",SUCCESS,28.94,$0.0500,3 iterations — Gate 1+1.5+2 passed
EXP1781688913,2026-06-17 18:35:50,VPC + EC2,Claude,NO,3,4,"syntax_error, best_practice, runtime_error",ESCALATED,37.2,$0.0000,Gate 2 escalated
EXP1781688952,2026-06-17 18:36:27,VPC + EC2,Claude,NO,3,4,"best_practice, runtime_error, syntax_error",SUCCESS,35.44,$0.0500,3 iterations — Gate 1+1.5+2 passed
EXP1781688989,2026-06-17 18:36:49,EC2 + ALB,Claude,NO,2,3,"syntax_error, best_practice",SUCCESS,19.47,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781689011,2026-06-17 18:37:04,ECS + ECR,Claude,NO,1,1,syntax_error,SUCCESS,13.36,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781689027,2026-06-17 18:37:21,ECS + ECR,Claude,NO,1,4,syntax_error,SUCCESS,13.96,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781689043,2026-06-17 18:37:47,ECS + ECR,Claude,NO,2,3,syntax_error,SUCCESS,24.54,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781689069,2026-06-17 18:38:04,ECS + ECR,Claude,NO,1,5,"syntax_error, wrong_value",SUCCESS,14.83,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781689086,2026-06-17 18:38:19,ECS + ECR,Claude,NO,1,3,"wrong_value, syntax_error",SUCCESS,13.19,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781689102,2026-06-17 18:38:37,VPC + EC2,Claude,NO,1,2,syntax_error,SUCCESS,15.06,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781689119,2026-06-17 18:38:52,General CFN,Claude,NO,1,2,"syntax_error, wrong_value",SUCCESS,13.28,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781689135,2026-06-17 18:39:18,ECS + ECR,Claude,NO,2,2,syntax_error,SUCCESS,23.1,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781689160,2026-06-17 18:41:19,ECS + ECR,Claude,NO,2,2,"syntax_error, timeout",SUCCESS,118.37,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781689281,2026-06-17 18:41:30,ECS + ECR,Claude,YES,0,0,None,SUCCESS,9.47,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1781689292,2026-06-17 18:41:56,ElastiCache + VPC,Claude,NO,2,3,"syntax_error, best_practice",SUCCESS,23.31,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781689318,2026-06-17 18:42:07,General CFN,Claude,YES,0,0,None,SUCCESS,9.4,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1781689330,2026-06-17 18:42:24,General CFN,Claude,NO,1,1,syntax_error,SUCCESS,13.98,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781689346,2026-06-17 18:42:56,General CFN,Claude,NO,2,2,"runtime_error, syntax_error",SUCCESS,29.75,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781689378,2026-06-17 18:43:13,General CFN,Claude,NO,1,1,wrong_value,SUCCESS,14.76,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781689396,2026-06-17 18:43:25,S3 Bucket,Claude,YES,0,0,None,SUCCESS,9.43,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1781689407,2026-06-17 18:43:42,General CFN,Claude,NO,1,2,syntax_error,SUCCESS,14.96,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781689425,2026-06-17 18:44:00,General CFN,Claude,NO,1,1,wrong_value,SUCCESS,14.77,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781689442,2026-06-17 18:44:12,S3 + Lambda,Claude,YES,0,0,None,SUCCESS,9.5,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1781689454,2026-06-17 18:44:23,General CFN,Claude,YES,0,0,None,SUCCESS,9.31,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1781689466,2026-06-17 18:44:36,S3 + Lambda,Claude,YES,0,0,None,SUCCESS,9.57,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1781689478,2026-06-17 18:44:54,Step Functions,Claude,NO,1,2,syntax_error,SUCCESS,15.62,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781689497,2026-06-17 18:45:07,S3 + Lambda,Claude,YES,0,0,None,SUCCESS,9.65,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1781689509,2026-06-17 18:45:23,Kinesis,Claude,NO,1,2,"syntax_error, wrong_value",SUCCESS,14.2,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781689526,2026-06-17 18:45:42,Kinesis Firehose,Claude,NO,1,2,syntax_error,SUCCESS,15.67,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781689544,2026-06-17 18:46:11,Kinesis Firehose,Claude,NO,2,6,"wrong_value, runtime_error, syntax_error",SUCCESS,27.1,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781689574,2026-06-17 18:47:28,Kinesis Firehose,Claude,NO,1,2,runtime_error,ESCALATED,74.55,$0.0000,Gate 2 escalated
EXP1781689651,2026-06-17 18:48:01,Kinesis Firehose,Claude,NO,2,3,"wrong_value, runtime_error",ESCALATED,29.57,$0.0000,Gate 2 escalated
EXP1781689683,2026-06-17 18:48:41,Kinesis Firehose,Claude,NO,2,2,runtime_error,SUCCESS,37.86,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781689723,2026-06-17 18:49:07,Kinesis Firehose,Claude,NO,1,2,runtime_error,ESCALATED,23.42,$0.0000,Gate 2 escalated
EXP1781689749,2026-06-17 18:49:23,Kinesis,Claude,NO,1,2,syntax_error,SUCCESS,13.92,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781689766,2026-06-17 18:49:47,Kinesis Firehose,Claude,NO,1,2,runtime_error,ESCALATED,21.79,$0.0000,Gate 2 escalated
EXP1781689790,2026-06-17 18:50:14,S3 + Lambda,Claude,NO,2,2,"runtime_error, syntax_error",SUCCESS,24.42,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781689817,2026-06-17 18:50:48,Lambda + DynamoDB,Claude,NO,3,3,"runtime_error, syntax_error",SUCCESS,31.42,$0.0500,3 iterations — Gate 1+1.5+2 passed
EXP1781689851,2026-06-17 18:51:00,S3 + Lambda,Claude,YES,0,0,None,SUCCESS,9.62,$0.0500,0 iterations — unsupported resources noted
EXP1781689863,2026-06-17 18:51:18,S3 + Lambda,Claude,NO,1,1,syntax_error,SUCCESS,14.67,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781689880,2026-06-17 18:51:59,Lambda + SQS,Claude,NO,3,3,"wrong_value, runtime_error",SUCCESS,38.61,$0.0500,3 iterations — Gate 1+1.5+2 passed
EXP1781689921,2026-06-17 18:52:20,Lambda + DynamoDB,Claude,NO,1,7,"syntax_error, wrong_value",SUCCESS,19.23,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781689942,2026-06-17 18:52:41,EC2 + ALB,Claude,NO,1,1,best_practice,SUCCESS,18.11,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781689963,2026-06-17 18:52:57,Lambda + DynamoDB,Claude,YES,0,0,None,SUCCESS,14.19,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1781689980,2026-06-17 18:53:13,Lambda + DynamoDB,Claude,YES,0,0,None,SUCCESS,13.11,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1781689995,2026-06-17 18:53:35,Lambda + DynamoDB,Claude,NO,1,9,"syntax_error, wrong_value",SUCCESS,19.58,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781690017,2026-06-17 18:53:47,Step Functions,Claude,YES,0,0,None,SUCCESS,9.71,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1781690029,2026-06-17 18:54:23,Kinesis,Claude,NO,2,5,"wrong_value, runtime_error, syntax_error",SUCCESS,33.23,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781690065,2026-06-17 18:54:42,RDS + VPC,Claude,YES,0,0,None,SUCCESS,17.2,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1781690085,2026-06-17 18:55:17,RDS + VPC,Claude,NO,3,3,"best_practice, syntax_error",SUCCESS,32.13,$0.0500,3 iterations — Gate 1+1.5+2 passed
EXP1781690119,2026-06-17 18:55:43,RDS + VPC,Claude,NO,1,1,syntax_error,SUCCESS,23.83,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781690145,2026-06-17 18:56:10,RDS + VPC,Claude,NO,1,2,wrong_value,SUCCESS,24.37,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781690172,2026-06-17 18:56:37,RDS + VPC,Claude,NO,1,1,wrong_value,SUCCESS,24.75,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781690199,2026-06-17 18:59:29,RDS + VPC,Claude,NO,2,2,"best_practice, timeout",SUCCESS,170.05,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781690373,2026-06-17 18:59:57,RDS + VPC,Claude,NO,1,1,syntax_error,SUCCESS,23.78,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781690400,2026-06-17 19:00:15,RDS + VPC,Claude,YES,0,0,None,SUCCESS,14.96,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1781690418,2026-06-17 19:00:48,RDS + VPC,Claude,NO,2,2,"syntax_error, best_practice",SUCCESS,30.0,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781690450,2026-06-17 19:01:48,RDS + VPC,Claude,NO,2,2,"syntax_error, best_practice",SUCCESS,58.33,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781690511,2026-06-17 19:02:50,RDS + VPC,Claude,NO,1,1,best_practice,SUCCESS,58.46,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781690573,2026-06-17 19:03:59,RDS + VPC,Claude,NO,2,2,"best_practice, syntax_error",SUCCESS,65.7,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781690643,2026-06-17 19:04:59,RDS + VPC,Claude,NO,1,1,best_practice,SUCCESS,55.36,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781690703,2026-06-17 19:05:23,S3 + Lambda,Claude,NO,1,1,wrong_value,SUCCESS,19.8,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781690726,2026-06-17 19:05:56,S3 + Lambda,Claude,NO,2,2,"syntax_error, runtime_error",SUCCESS,30.01,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781690759,2026-06-17 19:06:17,S3 + Lambda,Claude,NO,1,3,"wrong_value, syntax_error",SUCCESS,18.59,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781690780,2026-06-17 19:06:51,S3 + Lambda,Claude,NO,2,2,"runtime_error, syntax_error",SUCCESS,31.12,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781690814,2026-06-17 19:07:12,S3 + Lambda,Claude,NO,1,1,wrong_value,SUCCESS,18.25,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781690834,2026-06-17 19:07:44,S3 + Lambda,Claude,NO,2,2,"runtime_error, wrong_value",SUCCESS,29.32,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781690866,2026-06-17 19:08:06,S3 + Lambda,Claude,NO,1,2,wrong_value,SUCCESS,19.35,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781690888,2026-06-17 19:08:32,S3 + Lambda,Claude,NO,2,2,"runtime_error, syntax_error",SUCCESS,23.67,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781690914,2026-06-17 19:08:58,S3 + Lambda,Claude,NO,1,1,runtime_error,SUCCESS,23.75,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781690941,2026-06-17 19:09:27,S3 + Lambda,Claude,NO,2,4,"wrong_value, runtime_error, syntax_error",SUCCESS,25.65,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781690969,2026-06-17 19:09:46,SQS + SNS,Claude,NO,1,1,syntax_error,SUCCESS,16.71,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781690988,2026-06-17 19:10:35,SQS + SNS,Claude,NO,2,2,"wrong_value, runtime_error",SUCCESS,46.35,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781691038,2026-06-17 19:10:55,SQS + SNS,Claude,NO,1,1,wrong_value,SUCCESS,16.92,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781691058,2026-06-17 19:11:18,SQS + SNS,Claude,NO,1,1,runtime_error,SUCCESS,19.96,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781691080,2026-06-17 19:11:35,SQS + SNS,Claude,NO,1,1,syntax_error,SUCCESS,14.97,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781691098,2026-06-17 19:12:08,SQS + SNS,Claude,NO,2,2,"runtime_error, wrong_value",SUCCESS,29.75,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1781691131,2026-06-17 19:12:26,Step Functions,Claude,NO,1,2,syntax_error,SUCCESS,15.4,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1781691149,2026-06-17 19:13:22,VPC + EC2,Claude,NO,3,3,"runtime_error, best_practice",SUCCESS,53.25,$0.0500,3 iterations — Gate 1+1.5+2 passed
EXP1781691205,2026-06-17 19:14:02,VPC + EC2,Claude,NO,2,3,"runtime_error, best_practice",ESCALATED,37.38,$0.0000,Gate 2 escalated
EXP1781691245,2026-06-17 19:14:57,VPC + EC2,Claude,NO,3,4,"runtime_error, best_practice",ESCALATED,52.41,$0.0000,Gate 2 escalated
EXP1781691299,2026-06-17 19:15:45,VPC + EC2,Claude,NO,3,5,"syntax_error, runtime_error, best_practice",ESCALATED,45.5,$0.0000,Gate 2 escalated
EXP1781691348,2026-06-17 19:16:32,VPC + EC2,Claude,NO,3,3,"syntax_error, best_practice, runtime_error",SUCCESS,44.59,$0.0500,3 iterations — Gate 1+1.5+2 passed
EXP1781691395,2026-06-17 19:17:21,VPC + EC2,Claude,NO,2,3,runtime_error,ESCALATED,46.04,$0.0000,Gate 2 escalated
EXP1781691443,2026-06-17 19:18:14,VPC + EC2,Claude,NO,3,4,"syntax_error, runtime_error, best_practice",ESCALATED,50.64,$0.0000,Gate 2 escalated
EXP1781691497,2026-06-17 19:19:21,VPC + EC2,Claude,NO,3,3,"best_practice, runtime_error",SUCCESS,64.57,$0.0500,3 iterations — Gate 1+1.5+2 passed
EXP1781691564,2026-06-17 19:20:10,VPC + EC2,Claude,NO,3,4,"best_practice, syntax_error, runtime_error",ESCALATED,46.23,$0.0000,Gate 2 escalated
